[sbatch-master] running on nid006602
[sbatch-master] SLURM_NODELIST: nid006602
[sbatch-master] SLURM_NNODES: 1
[sbatch-master] SLURM_NODEID: 0
[Master] Master node: nid006602
[Master] World size: 4
slurmstepd: error: couldn't chdir to `/workspace': No such file or directory: going to /tmp instead
slurmstepd: error: couldn't chdir to `/workspace': No such file or directory: going to /tmp instead
[srun] rank=0 host=nid006602 noderank=0 localrank=0
W0519 08:54:46.899000 158904 torch/distributed/run.py:792] 
W0519 08:54:46.899000 158904 torch/distributed/run.py:792] *****************************************
W0519 08:54:46.899000 158904 torch/distributed/run.py:792] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0519 08:54:46.899000 158904 torch/distributed/run.py:792] *****************************************
2025-05-19 08:54:59,878 - root - INFO - [Distributed Init] Rank 0 initialized on node 0 on GPU 0.
[rank0]:[W519 08:55:00.075556355 ProcessGroupNCCL.cpp:4454] [PG ID 0 PG GUID 0 Rank 0]  using GPU 0 to perform barrier as devices used by this process are currently unknown. This can potentially cause a hang if this rank to GPU mapping is incorrect. Specify device_ids in barrier() to force use of a particular device, or call init_process_group() with a device_id.
2025-05-19 08:55:00,430 - root - INFO - [Distributed Init] Rank 3 initialized on node 0 on GPU 3.
[rank3]:[W519 08:55:00.182688365 ProcessGroupNCCL.cpp:4454] [PG ID 0 PG GUID 0 Rank 3]  using GPU 3 to perform barrier as devices used by this process are currently unknown. This can potentially cause a hang if this rank to GPU mapping is incorrect. Specify device_ids in barrier() to force use of a particular device, or call init_process_group() with a device_id.
2025-05-19 08:55:00,460 - root - INFO - [Distributed Init] Rank 2 initialized on node 0 on GPU 2.
2025-05-19 08:55:00,460 - root - INFO - [Distributed Init] Rank 1 initialized on node 0 on GPU 1.
[rank2]:[W519 08:55:00.213723054 ProcessGroupNCCL.cpp:4454] [PG ID 0 PG GUID 0 Rank 2]  using GPU 2 to perform barrier as devices used by this process are currently unknown. This can potentially cause a hang if this rank to GPU mapping is incorrect. Specify device_ids in barrier() to force use of a particular device, or call init_process_group() with a device_id.
[rank1]:[W519 08:55:00.214038213 ProcessGroupNCCL.cpp:4454] [PG ID 0 PG GUID 0 Rank 1]  using GPU 1 to perform barrier as devices used by this process are currently unknown. This can potentially cause a hang if this rank to GPU mapping is incorrect. Specify device_ids in barrier() to force use of a particular device, or call init_process_group() with a device_id.
2025-05-19 08:55:07,345 - root - INFO - [Rank 0] All ranks ready!
2025-05-19 08:55:07,345 - root - INFO - Distributed training enabled: 4 processes
2025-05-19 08:55:07,345 - root - INFO - Master process: 0 on cuda:0
2025-05-19 08:55:07,345 - root - INFO - Experiment args: Namespace(dataset='/capstor/scratch/cscs/kasparr/project/train_data_tokenized_padded_snappy.parquet', dataset_type='padded', pretokenized=True, tokenizer_name_or_path='unsloth/Mistral-Nemo-Base-2407-bnb-4bit', sequence_length=2048, batch_size=8, fused_optimizer=False, learning_rate=5e-05, lr_warmup_steps=100, training_steps=1000, logging_frequency=10, profile=False, profile_step_start=10, profile_step_end=10, grad_max_norm=1, model_dtype='bf16', compile=False, distributed=True, backend='nccl', find_unused_parameters=False)
2025-05-19 08:55:07,345 - root - INFO - Setting up Tokenizer...
2025-05-19 08:55:08,026 - root - INFO - Setting up DataLoaders...
2025-05-19 08:55:08,026 - root - INFO - Using pretokenized data: /capstor/scratch/cscs/kasparr/project/train_data_tokenized_padded_snappy.parquet
Loaded pretokenized dataset with 785906 samples
Loaded pretokenized dataset with 785906 samples
Loaded pretokenized dataset with 785906 samples
2025-05-19 08:55:39,351 - root - INFO - Setting up Model...
Loaded pretokenized dataset with 785906 samples
2025-05-19 08:55:48,598 - root - INFO - Model wrapped with DistributedDataParallel
2025-05-19 08:55:48,599 - root - INFO - Global batch size: 32 (local: 8 × 4 processes)
2025-05-19 08:55:48,599 - root - INFO - Starting training!
/iopsstor/scratch/cscs/kasparr/project/src/train.py:236: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  num_items_tensor = torch.tensor(num_items_in_batch, device=device)
/iopsstor/scratch/cscs/kasparr/project/src/train.py:236: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  num_items_tensor = torch.tensor(num_items_in_batch, device=device)
/iopsstor/scratch/cscs/kasparr/project/src/train.py:236: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  num_items_tensor = torch.tensor(num_items_in_batch, device=device)
/iopsstor/scratch/cscs/kasparr/project/src/train.py:236: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  num_items_tensor = torch.tensor(num_items_in_batch, device=device)
2025-05-19 08:55:50,090 - root - INFO - Step: 1 | Loss: 11.95 | Tokens per second: 10995.32 | Training tokens per second (%): 4.86 | MFU (%): 10.30 | TFLOPs: 101.83 | Global batch size: 32 | Global tokens/sec: 43981.30 | Global MFU (%): 10.30 | Global TFLOPs: 407.33 | 
2025-05-19 08:57:01,318 - root - INFO - Step: 180 | Loss: 7.07 | Tokens per second: 41287.63 | Training tokens per second (%): 8.97 | MFU (%): 38.66 | TFLOPs: 382.38 | Global batch size: 32 | Global tokens/sec: 165150.52 | Global MFU (%): 38.66 | Global TFLOPs: 1529.53 | 
2025-05-19 08:57:05,296 - root - INFO - Step: 190 | Loss: 6.98 | Tokens per second: 41197.27 | Training tokens per second (%): 9.50 | MFU (%): 38.58 | TFLOPs: 381.55 | Global batch size: 32 | Global tokens/sec: 164789.10 | Global MFU (%): 38.58 | Global TFLOPs: 1526.18 | 
2025-05-19 08:57:09,260 - root - INFO - Step: 200 | Loss: 7.08 | Tokens per second: 41340.13 | Training tokens per second (%): 9.25 | MFU (%): 38.71 | TFLOPs: 382.87 | Global batch size: 32 | Global tokens/sec: 165360.52 | Global MFU (%): 38.71 | Global TFLOPs: 1531.47 | 
2025-05-19 08:57:13,232 - root - INFO - Step: 210 | Loss: 7.05 | Tokens per second: 41248.84 | Training tokens per second (%): 10.29 | MFU (%): 38.63 | TFLOPs: 382.02 | Global batch size: 32 | Global tokens/sec: 164995.34 | Global MFU (%): 38.63 | Global TFLOPs: 1528.09 | 
2025-05-19 08:57:17,211 - root - INFO - Step: 220 | Loss: 6.94 | Tokens per second: 41189.39 | Training tokens per second (%): 9.02 | MFU (%): 38.57 | TFLOPs: 381.47 | Global batch size: 32 | Global tokens/sec: 164757.58 | Global MFU (%): 38.57 | Global TFLOPs: 1525.89 | 
2025-05-19 08:57:21,185 - root - INFO - Step: 230 | Loss: 6.86 | Tokens per second: 41240.54 | Training tokens per second (%): 10.01 | MFU (%): 38.62 | TFLOPs: 381.95 | Global batch size: 32 | Global tokens/sec: 164962.17 | Global MFU (%): 38.62 | Global TFLOPs: 1527.79 | 
2025-05-19 08:57:25,158 - root - INFO - Step: 240 | Loss: 6.95 | Tokens per second: 41241.38 | Training tokens per second (%): 10.10 | MFU (%): 38.62 | TFLOPs: 381.95 | Global batch size: 32 | Global tokens/sec: 164965.51 | Global MFU (%): 38.62 | Global TFLOPs: 1527.82 | 
2025-05-19 08:57:29,131 - root - INFO - Step: 250 | Loss: 6.86 | Tokens per second: 41250.82 | Training tokens per second (%): 9.45 | MFU (%): 38.63 | TFLOPs: 382.04 | Global batch size: 32 | Global tokens/sec: 165003.27 | Global MFU (%): 38.63 | Global TFLOPs: 1528.17 | 
2025-05-19 08:57:33,108 - root - INFO - Step: 260 | Loss: 6.74 | Tokens per second: 41200.33 | Training tokens per second (%): 10.14 | MFU (%): 38.58 | TFLOPs: 381.57 | Global batch size: 32 | Global tokens/sec: 164801.32 | Global MFU (%): 38.58 | Global TFLOPs: 1526.30 | 
2025-05-19 08:57:37,078 - root - INFO - Step: 270 | Loss: 6.70 | Tokens per second: 41279.79 | Training tokens per second (%): 8.53 | MFU (%): 38.66 | TFLOPs: 382.31 | Global batch size: 32 | Global tokens/sec: 165119.17 | Global MFU (%): 38.66 | Global TFLOPs: 1529.24 | 
2025-05-19 08:57:41,052 - root - INFO - Step: 280 | Loss: 6.72 | Tokens per second: 41238.52 | Training tokens per second (%): 10.49 | MFU (%): 38.62 | TFLOPs: 381.93 | Global batch size: 32 | Global tokens/sec: 164954.09 | Global MFU (%): 38.62 | Global TFLOPs: 1527.71 | 
2025-05-19 08:57:45,031 - root - INFO - Step: 290 | Loss: 6.80 | Tokens per second: 41181.80 | Training tokens per second (%): 10.74 | MFU (%): 38.56 | TFLOPs: 381.40 | Global batch size: 32 | Global tokens/sec: 164727.20 | Global MFU (%): 38.56 | Global TFLOPs: 1525.61 | 
2025-05-19 08:57:49,011 - root - INFO - Step: 300 | Loss: 6.73 | Tokens per second: 41171.47 | Training tokens per second (%): 9.63 | MFU (%): 38.55 | TFLOPs: 381.31 | Global batch size: 32 | Global tokens/sec: 164685.90 | Global MFU (%): 38.55 | Global TFLOPs: 1525.23 | 
2025-05-19 08:57:52,993 - root - INFO - Step: 310 | Loss: 6.65 | Tokens per second: 41159.34 | Training tokens per second (%): 9.04 | MFU (%): 38.54 | TFLOPs: 381.19 | Global batch size: 32 | Global tokens/sec: 164637.37 | Global MFU (%): 38.54 | Global TFLOPs: 1524.78 | 
2025-05-19 08:57:56,966 - root - INFO - Step: 320 | Loss: 6.59 | Tokens per second: 41244.20 | Training tokens per second (%): 8.74 | MFU (%): 38.62 | TFLOPs: 381.98 | Global batch size: 32 | Global tokens/sec: 164976.81 | Global MFU (%): 38.62 | Global TFLOPs: 1527.92 | 
2025-05-19 08:58:00,939 - root - INFO - Step: 330 | Loss: 6.52 | Tokens per second: 41246.27 | Training tokens per second (%): 11.23 | MFU (%): 38.62 | TFLOPs: 382.00 | Global batch size: 32 | Global tokens/sec: 164985.08 | Global MFU (%): 38.62 | Global TFLOPs: 1528.00 | 
2025-05-19 08:58:04,908 - root - INFO - Step: 340 | Loss: 6.56 | Tokens per second: 41289.46 | Training tokens per second (%): 9.15 | MFU (%): 38.67 | TFLOPs: 382.40 | Global batch size: 32 | Global tokens/sec: 165157.83 | Global MFU (%): 38.67 | Global TFLOPs: 1529.60 | 
2025-05-19 08:58:08,881 - root - INFO - Step: 350 | Loss: 6.61 | Tokens per second: 41243.74 | Training tokens per second (%): 9.46 | MFU (%): 38.62 | TFLOPs: 381.98 | Global batch size: 32 | Global tokens/sec: 164974.97 | Global MFU (%): 38.62 | Global TFLOPs: 1527.90 | 
2025-05-19 08:58:12,857 - root - INFO - Step: 360 | Loss: 6.54 | Tokens per second: 41217.51 | Training tokens per second (%): 10.13 | MFU (%): 38.60 | TFLOPs: 381.73 | Global batch size: 32 | Global tokens/sec: 164870.04 | Global MFU (%): 38.60 | Global TFLOPs: 1526.93 | 
2025-05-19 08:58:16,837 - root - INFO - Step: 370 | Loss: 6.59 | Tokens per second: 41174.90 | Training tokens per second (%): 9.17 | MFU (%): 38.56 | TFLOPs: 381.34 | Global batch size: 32 | Global tokens/sec: 164699.58 | Global MFU (%): 38.56 | Global TFLOPs: 1525.35 | 
2025-05-19 08:58:20,809 - root - INFO - Step: 380 | Loss: 6.55 | Tokens per second: 41251.16 | Training tokens per second (%): 8.73 | MFU (%): 38.63 | TFLOPs: 382.04 | Global batch size: 32 | Global tokens/sec: 165004.66 | Global MFU (%): 38.63 | Global TFLOPs: 1528.18 | 
2025-05-19 08:58:24,787 - root - INFO - Step: 390 | Loss: 6.39 | Tokens per second: 41194.73 | Training tokens per second (%): 9.94 | MFU (%): 38.58 | TFLOPs: 381.52 | Global batch size: 32 | Global tokens/sec: 164778.91 | Global MFU (%): 38.58 | Global TFLOPs: 1526.09 | 
2025-05-19 08:58:28,757 - root - INFO - Step: 400 | Loss: 6.40 | Tokens per second: 41279.03 | Training tokens per second (%): 8.78 | MFU (%): 38.66 | TFLOPs: 382.30 | Global batch size: 32 | Global tokens/sec: 165116.13 | Global MFU (%): 38.66 | Global TFLOPs: 1529.21 | 
2025-05-19 08:58:32,726 - root - INFO - Step: 410 | Loss: 6.50 | Tokens per second: 41291.20 | Training tokens per second (%): 9.22 | MFU (%): 38.67 | TFLOPs: 382.42 | Global batch size: 32 | Global tokens/sec: 165164.79 | Global MFU (%): 38.67 | Global TFLOPs: 1529.66 | 
2025-05-19 08:58:36,700 - root - INFO - Step: 420 | Loss: 6.44 | Tokens per second: 41236.59 | Training tokens per second (%): 9.30 | MFU (%): 38.62 | TFLOPs: 381.91 | Global batch size: 32 | Global tokens/sec: 164946.37 | Global MFU (%): 38.62 | Global TFLOPs: 1527.64 | 
2025-05-19 08:58:40,680 - root - INFO - Step: 430 | Loss: 6.30 | Tokens per second: 41168.63 | Training tokens per second (%): 9.75 | MFU (%): 38.55 | TFLOPs: 381.28 | Global batch size: 32 | Global tokens/sec: 164674.53 | Global MFU (%): 38.55 | Global TFLOPs: 1525.12 | 
2025-05-19 08:58:44,658 - root - INFO - Step: 440 | Loss: 6.38 | Tokens per second: 41191.65 | Training tokens per second (%): 9.31 | MFU (%): 38.57 | TFLOPs: 381.49 | Global batch size: 32 | Global tokens/sec: 164766.58 | Global MFU (%): 38.57 | Global TFLOPs: 1525.97 | 
2025-05-19 08:58:48,641 - root - INFO - Step: 450 | Loss: 6.34 | Tokens per second: 41149.11 | Training tokens per second (%): 10.11 | MFU (%): 38.53 | TFLOPs: 381.10 | Global batch size: 32 | Global tokens/sec: 164596.43 | Global MFU (%): 38.53 | Global TFLOPs: 1524.40 | 
2025-05-19 08:58:52,617 - root - INFO - Step: 460 | Loss: 6.37 | Tokens per second: 41218.31 | Training tokens per second (%): 9.55 | MFU (%): 38.60 | TFLOPs: 381.74 | Global batch size: 32 | Global tokens/sec: 164873.26 | Global MFU (%): 38.60 | Global TFLOPs: 1526.96 | 
2025-05-19 08:58:56,598 - root - INFO - Step: 470 | Loss: 6.43 | Tokens per second: 41160.60 | Training tokens per second (%): 8.64 | MFU (%): 38.54 | TFLOPs: 381.21 | Global batch size: 32 | Global tokens/sec: 164642.40 | Global MFU (%): 38.54 | Global TFLOPs: 1524.82 | 
2025-05-19 08:59:00,583 - root - INFO - Step: 480 | Loss: 6.30 | Tokens per second: 41120.98 | Training tokens per second (%): 8.67 | MFU (%): 38.51 | TFLOPs: 380.84 | Global batch size: 32 | Global tokens/sec: 164483.91 | Global MFU (%): 38.51 | Global TFLOPs: 1523.36 | 
2025-05-19 08:59:04,548 - root - INFO - Step: 490 | Loss: 6.28 | Tokens per second: 41333.75 | Training tokens per second (%): 8.51 | MFU (%): 38.71 | TFLOPs: 382.81 | Global batch size: 32 | Global tokens/sec: 165334.99 | Global MFU (%): 38.71 | Global TFLOPs: 1531.24 | 
2025-05-19 08:59:08,523 - root - INFO - Step: 500 | Loss: 6.17 | Tokens per second: 41219.48 | Training tokens per second (%): 9.46 | MFU (%): 38.60 | TFLOPs: 381.75 | Global batch size: 32 | Global tokens/sec: 164877.94 | Global MFU (%): 38.60 | Global TFLOPs: 1527.01 | 
2025-05-19 08:59:12,502 - root - INFO - Step: 510 | Loss: 6.23 | Tokens per second: 41191.34 | Training tokens per second (%): 10.34 | MFU (%): 38.57 | TFLOPs: 381.49 | Global batch size: 32 | Global tokens/sec: 164765.34 | Global MFU (%): 38.57 | Global TFLOPs: 1525.96 | 
2025-05-19 08:59:16,476 - root - INFO - Step: 520 | Loss: 6.12 | Tokens per second: 41235.88 | Training tokens per second (%): 8.85 | MFU (%): 38.62 | TFLOPs: 381.90 | Global batch size: 32 | Global tokens/sec: 164943.53 | Global MFU (%): 38.62 | Global TFLOPs: 1527.61 | 
2025-05-19 08:59:20,451 - root - INFO - Step: 530 | Loss: 6.17 | Tokens per second: 41219.92 | Training tokens per second (%): 9.21 | MFU (%): 38.60 | TFLOPs: 381.76 | Global batch size: 32 | Global tokens/sec: 164879.68 | Global MFU (%): 38.60 | Global TFLOPs: 1527.02 | 
2025-05-19 08:59:24,433 - root - INFO - Step: 540 | Loss: 6.11 | Tokens per second: 41151.26 | Training tokens per second (%): 9.18 | MFU (%): 38.54 | TFLOPs: 381.12 | Global batch size: 32 | Global tokens/sec: 164605.05 | Global MFU (%): 38.54 | Global TFLOPs: 1524.48 | 
2025-05-19 08:59:28,412 - root - INFO - Step: 550 | Loss: 6.17 | Tokens per second: 41190.58 | Training tokens per second (%): 10.09 | MFU (%): 38.57 | TFLOPs: 381.48 | Global batch size: 32 | Global tokens/sec: 164762.33 | Global MFU (%): 38.57 | Global TFLOPs: 1525.93 | 
2025-05-19 08:59:32,396 - root - INFO - Step: 560 | Loss: 6.12 | Tokens per second: 41129.79 | Training tokens per second (%): 10.98 | MFU (%): 38.52 | TFLOPs: 380.92 | Global batch size: 32 | Global tokens/sec: 164519.16 | Global MFU (%): 38.52 | Global TFLOPs: 1523.68 | 
2025-05-19 08:59:36,376 - root - INFO - Step: 570 | Loss: 6.09 | Tokens per second: 41174.29 | Training tokens per second (%): 9.71 | MFU (%): 38.56 | TFLOPs: 381.33 | Global batch size: 32 | Global tokens/sec: 164697.16 | Global MFU (%): 38.56 | Global TFLOPs: 1525.33 | 
